@relation 'GenevaExtended_2014_Acoustic_Parameters_Functionals_over_full_input: -C 0'

@attribute name string
@attribute F0semitoneFrom27.5Hz_sma3nz_amean numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevNorm numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile20.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile50.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile80.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope numeric
@attribute F0linearHz_sma3nz_amean numeric
@attribute F0linearHz_sma3nz_stddevNorm numeric
@attribute F0linearHz_sma3nz_percentile20.0 numeric
@attribute F0linearHz_sma3nz_percentile50.0 numeric
@attribute F0linearHz_sma3nz_percentile80.0 numeric
@attribute F0linearHz_sma3nz_pctlrange0-2 numeric
@attribute F0linearHz_sma3nz_meanRisingSlope numeric
@attribute F0linearHz_sma3nz_stddevRisingSlope numeric
@attribute F0linearHz_sma3nz_meanFallingSlope numeric
@attribute F0linearHz_sma3nz_stddevFallingSlope numeric
@attribute loudness_sma3_amean numeric
@attribute loudness_sma3_stddevNorm numeric
@attribute loudness_sma3_percentile20.0 numeric
@attribute loudness_sma3_percentile50.0 numeric
@attribute loudness_sma3_percentile80.0 numeric
@attribute loudness_sma3_pctlrange0-2 numeric
@attribute loudness_sma3_meanRisingSlope numeric
@attribute loudness_sma3_stddevRisingSlope numeric
@attribute loudness_sma3_meanFallingSlope numeric
@attribute loudness_sma3_stddevFallingSlope numeric
@attribute spectralFlux_sma3_amean numeric
@attribute spectralFlux_sma3_stddevNorm numeric
@attribute mfcc1_sma3_amean numeric
@attribute mfcc1_sma3_stddevNorm numeric
@attribute mfcc2_sma3_amean numeric
@attribute mfcc2_sma3_stddevNorm numeric
@attribute mfcc3_sma3_amean numeric
@attribute mfcc3_sma3_stddevNorm numeric
@attribute mfcc4_sma3_amean numeric
@attribute mfcc4_sma3_stddevNorm numeric
@attribute jitterLocal_sma3nz_amean numeric
@attribute jitterLocal_sma3nz_stddevNorm numeric
@attribute shimmerLocaldB_sma3nz_amean numeric
@attribute shimmerLocaldB_sma3nz_stddevNorm numeric
@attribute HNRdBACF_sma3nz_amean numeric
@attribute HNRdBACF_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-H2_sma3nz_amean numeric
@attribute logRelF0-H1-H2_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-A3_sma3nz_amean numeric
@attribute logRelF0-H1-A3_sma3nz_stddevNorm numeric
@attribute F1frequency_sma3nz_amean numeric
@attribute F1frequency_sma3nz_stddevNorm numeric
@attribute F1bandwidth_sma3nz_amean numeric
@attribute F1bandwidth_sma3nz_stddevNorm numeric
@attribute F1amplitudeLogRelF0_sma3nz_amean numeric
@attribute F1amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F2frequency_sma3nz_amean numeric
@attribute F2frequency_sma3nz_stddevNorm numeric
@attribute F2bandwidth_sma3nz_amean numeric
@attribute F2bandwidth_sma3nz_stddevNorm numeric
@attribute F2amplitudeLogRelF0_sma3nz_amean numeric
@attribute F2amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F3frequency_sma3nz_amean numeric
@attribute F3frequency_sma3nz_stddevNorm numeric
@attribute F3bandwidth_sma3nz_amean numeric
@attribute F3bandwidth_sma3nz_stddevNorm numeric
@attribute F3amplitudeLogRelF0_sma3nz_amean numeric
@attribute F3amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute alphaRatioV_sma3nz_amean numeric
@attribute alphaRatioV_sma3nz_stddevNorm numeric
@attribute hammarbergIndexV_sma3nz_amean numeric
@attribute hammarbergIndexV_sma3nz_stddevNorm numeric
@attribute slopeV0-500_sma3nz_amean numeric
@attribute slopeV0-500_sma3nz_stddevNorm numeric
@attribute slopeV500-1500_sma3nz_amean numeric
@attribute slopeV500-1500_sma3nz_stddevNorm numeric
@attribute spectralFluxV_sma3nz_amean numeric
@attribute spectralFluxV_sma3nz_stddevNorm numeric
@attribute mfcc1V_sma3nz_amean numeric
@attribute mfcc1V_sma3nz_stddevNorm numeric
@attribute mfcc2V_sma3nz_amean numeric
@attribute mfcc2V_sma3nz_stddevNorm numeric
@attribute mfcc3V_sma3nz_amean numeric
@attribute mfcc3V_sma3nz_stddevNorm numeric
@attribute mfcc4V_sma3nz_amean numeric
@attribute mfcc4V_sma3nz_stddevNorm numeric
@attribute alphaRatioUV_sma3nz_amean numeric
@attribute hammarbergIndexUV_sma3nz_amean numeric
@attribute slopeUV0-500_sma3nz_amean numeric
@attribute slopeUV500-1500_sma3nz_amean numeric
@attribute spectralFluxUV_sma3nz_amean numeric
@attribute mfcc1UV_sma3nz_amean numeric
@attribute mfcc2UV_sma3nz_amean numeric
@attribute mfcc3UV_sma3nz_amean numeric
@attribute mfcc4UV_sma3nz_amean numeric
@attribute loudnessPeaksPerSec numeric
@attribute VoicedSegmentsPerSec numeric
@attribute MeanVoicedSegmentLengthSec numeric
@attribute StddevVoicedSegmentLengthSec numeric
@attribute MeanUnvoicedSegmentLength numeric
@attribute StddevUnvoicedSegmentLength numeric
@attribute equivalentSoundLevel_dBp numeric
@attribute Speaker_ID {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,207,208,210,211,212,213,214,215,216,217,218,219,220,222,223,224,225,226,227,228,229,230}
@attribute Gender {m,f}
@attribute Extraversion {E,NE}
@attribute Agreeableness {A,NA}
@attribute Conscientiousness {C,NC}
@attribute Neuroticism {N,NN}
@attribute Openness {O,NO}

@data
devel_011,30.01132,0.289751,23.76647,27.61477,35.84895,12.08248,854.7961,1086.287,249.6516,203.0268,187.5374,0.905004,108.5325,135.5724,218.0891,109.5566,13315.71,22505.19,3338.6,3716.55,0.547808,0.509991,0.290595,0.507412,0.772664,0.48207,8.024508,4.263653,7.633214,4.533308,0.200542,0.72755,-1.454368,-9.119348,-10.84157,-1.342812,-9.375441,-1.404195,-35.27826,-0.438473,0.054344,1.354217,1.746273,0.67062,2.647103,0.897066,-2.882055,-3.061301,12.17253,0.88193,857.0687,0.210616,1495.127,0.273185,-166.9548,-0.455328,1652.735,0.122605,1283.075,0.265212,-164.4561,-0.462563,2523.978,0.053039,969.3408,0.226578,-164.9312,-0.454323,-5.093082,-1.502198,14.79447,0.626102,0.110463,0.111748,-0.012046,-1.259652,0.236637,0.548033,5.380636,2.090351,-16.40384,-1.109319,-18.77278,-0.810834,-38.60798,-0.49202,0.303677,7.519485,0.09249,0.003627,0.193687,-2.925191,-9.642753,-7.440114,-34.76698,6.506506,2.21998,0.065,0.06854,0.34913,0.334442,-24.64897,210,m,E,NA,C,N,O
devel_012,26.55782,0.227631,21.25206,24.55101,29.55919,8.307123,186.1086,264.2265,66.72536,108.9346,136.9101,0.419913,93.86148,113.5624,152.4387,58.57726,1154.478,1159.804,780.5259,1241.367,0.488125,0.634725,0.244065,0.407086,0.706366,0.462302,9.06577,5.368208,6.755433,4.38939,0.188004,0.882187,6.866802,1.501349,-5.015828,-2.688371,-3.442458,-2.968958,-35.00717,-0.443138,0.039445,1.342655,1.836021,0.876799,4.915158,0.425727,1.178573,9.38347,12.71437,0.5751,680.1432,0.280051,1538.703,0.185954,-153.2856,-0.561676,1610.191,0.115889,1062.12,0.258953,-151.695,-0.562678,2516.385,0.060329,918.729,0.346333,-151.5737,-0.563996,-11.34497,-0.421162,17.0596,0.307215,0.094462,0.172082,-0.013536,-0.875427,0.264462,0.790977,11.7549,0.489406,-1.622436,-9.211808,-6.020757,-1.957362,-46.31562,-0.301472,-4.455548,10.46679,0.073592,-0.000539,0.164299,5.41217,-5.914621,-2.614516,-31.52049,5.405406,2.416919,0.085,0.082865,0.322609,0.452378,-23.05064,133,m,NE,A,NC,N,NO
devel_013,28.33803,0.109886,25.51373,28.15796,30.62837,5.114641,160.4541,277.0203,41.67994,34.72528,143.7169,0.189341,120.0526,139.8712,161.3141,41.26156,1380.369,2980.576,438.0899,355.2042,0.604804,0.5944,0.284201,0.571353,0.908437,0.624236,10.46346,5.82204,9.923152,5.518601,0.248775,0.740835,10.23674,1.639002,14.08786,1.010952,-2.357719,-6.905494,-6.035269,-2.52269,0.031922,1.078006,1.391541,0.877998,5.906911,0.407099,8.623989,0.803163,23.6152,0.381537,562.9941,0.339196,1425.427,0.143657,-100.1547,-0.920496,1514.598,0.123556,1084.784,0.329531,-105.1285,-0.810467,2541.7,0.072089,870.999,0.357719,-105.1262,-0.811095,-13.56298,-0.541117,20.0165,0.422888,0.046704,0.517042,-0.013561,-1.426195,0.294821,0.616185,19.23592,0.58781,18.05333,0.726858,-5.523451,-3.542251,-8.838418,-1.886256,-1.034127,8.274755,0.02872,0.010962,0.199565,0.1246,9.707908,1.5892,-3.100174,6.206206,3.222558,0.154375,0.157221,0.135938,0.119814,-20.7875,148,m,E,NA,C,N,NO
devel_014,23.07505,0.111297,21.22104,22.24089,24.05018,2.829136,67.22929,94.87749,48.89273,50.85237,105.5465,0.170253,93.70785,99.37386,110.3197,16.61182,412.2004,558.7842,299.873,317.8885,0.618211,0.5333,0.330877,0.579479,0.880754,0.549878,10.17734,6.468444,7.439264,4.848765,0.238496,0.697141,11.25847,1.127828,13.58739,0.965982,-1.121575,-12.17974,-6.540647,-1.799242,0.020654,1.070959,1.183676,0.977756,4.342211,0.331292,-0.206186,-19.97759,20.70898,0.354613,542.929,0.376176,1465.671,0.17034,-129.283,-0.7086,1494.631,0.143719,1117.391,0.291709,-132.5597,-0.656264,2465.86,0.060556,885.2667,0.269112,-134.6757,-0.624122,-12.01064,-0.415682,20.37542,0.283055,0.043086,0.49624,-0.010948,-1.505498,0.219509,0.538103,18.61187,0.370238,11.81921,1.240433,-4.287956,-3.738808,-8.452779,-1.435644,-5.112557,11.56164,0.028998,0.000426,0.250645,7.068105,14.49327,0.587691,-5.516175,5.405406,2.819738,0.117143,0.109181,0.225926,0.189586,-22.14778,193,m,NE,A,NC,N,NO
devel_015,35.36591,0.047085,34.11927,35.08628,36.75874,2.639465,54.11841,83.82319,17.24212,7.950611,213.0946,0.098191,197.3562,208.6915,229.8584,32.5022,672.3649,1056.741,219.4624,87.85341,0.535477,0.532829,0.272271,0.477226,0.798719,0.526449,7.935129,5.121511,6.901627,4.183033,0.195483,0.76267,14.65614,0.799351,3.737625,3.509783,-9.994191,-1.101186,-16.22899,-0.887562,0.022287,1.152172,1.146831,1.000469,9.629786,0.261758,10.36695,0.865021,26.17078,0.305362,703.5748,0.228049,1398.113,0.140946,-113.4451,-0.792747,1645.211,0.122745,1066.835,0.312086,-115.0272,-0.735721,2613.48,0.073475,912.5051,0.306804,-117.2431,-0.702461,-14.78528,-0.471731,23.94475,0.359978,0.06533,0.25895,-0.018451,-0.752067,0.245912,0.625291,19.32915,0.519172,0.911133,17.34861,-15.59177,-0.763373,-22.60834,-0.709427,-7.719547,15.19827,0.035264,-0.004664,0.151622,10.50257,6.297725,-4.918535,-10.41884,4.404405,3.31992,0.134242,0.122228,0.15125,0.157455,-21.60846,185,f,NE,A,NC,NN,NO
devel_016,28.16738,0.120494,25.3132,27.21309,31.30293,5.989729,179.0448,227.6292,35.92978,34.1476,142.8009,0.2112,118.6939,132.4374,167.7411,49.04725,1379.617,1538.152,266.7022,314.3877,0.410607,0.639705,0.166397,0.364601,0.631424,0.465027,7.61595,4.300183,6.400753,3.550644,0.15247,0.751518,13.84875,1.088529,15.0012,1.035417,2.096956,6.365137,-12.54893,-1.094705,0.033181,1.015968,1.390727,0.82824,6.564518,0.400057,6.307925,1.102816,25.47718,0.298795,578.4433,0.326327,1435.793,0.158821,-105.482,-0.865494,1583.705,0.131895,1045.558,0.32188,-110.2474,-0.770708,2534.038,0.084066,976.3529,0.454047,-110.9551,-0.758161,-16.09385,-0.474951,23.39756,0.363619,0.042246,0.561346,-0.010579,-1.778146,0.19524,0.605411,21.14501,0.517049,19.1275,0.825029,2.818182,5.565844,-15.50288,-0.853924,-6.052942,13.38665,0.028393,0.005458,0.110797,6.362861,10.63242,1.114734,-9.843712,5.005005,3.13448,0.151613,0.14741,0.152667,0.181456,-23.79553,222,m,NE,A,C,NN,O
devel_017,29.58582,0.12511,26.24801,28.92987,33.47343,7.225418,229.091,266.7302,44.29553,35.19862,155.4723,0.219104,125.2601,146.2535,190.1861,64.92601,1967.397,2518.934,424.4747,386.0905,0.454656,0.629042,0.155076,0.446928,0.700318,0.545242,8.281581,5.81132,7.320416,3.614344,0.19877,0.767812,13.5131,1.13346,17.5885,0.956396,-1.792499,-8.95717,-5.423503,-2.890651,0.046986,1.282787,1.624749,0.819399,6.450847,0.35677,7.362267,1.096294,24.52039,0.361521,577.6259,0.30063,1365.863,0.147704,-118.894,-0.733646,1562.784,0.142853,998.5981,0.347635,-123.5848,-0.653066,2602.232,0.061589,870.7644,0.328599,-123.7833,-0.649418,-15.80201,-0.517422,22.07547,0.413734,0.039384,0.676717,-0.014665,-1.313376,0.274426,0.554701,20.58666,0.596271,22.53726,0.685445,-4.536366,-4.225316,-9.949074,-1.843046,-6.688466,12.77146,0.017671,0.003359,0.142474,8.157833,13.8971,0.51583,-1.734675,5.105105,3.923541,0.102821,0.085573,0.138378,0.097939,-22.53103,200,m,E,NA,C,N,O
devel_018,29.86152,0.074523,28.12078,29.31025,31.59133,3.470549,55.89228,90.88618,44.99105,68.09354,155.6833,0.139068,139.5638,149.4929,170.5479,30.98413,487.6744,711.3956,427.9984,684.623,0.626018,0.530235,0.311568,0.588342,0.947722,0.636154,9.253918,5.12133,9.560258,5.029782,0.205476,0.662129,9.489086,1.076044,8.04692,1.312464,-9.259939,-1.783905,-10.95066,-1.140678,0.03005,1.155485,1.519566,0.921363,5.855528,0.388694,-0.377331,-16.67048,16.14247,0.326912,678.3137,0.372085,1401.995,0.197707,-93.73268,-0.992831,1631.63,0.155764,1131.989,0.275223,-93.72842,-0.941411,2614.137,0.076684,955.8225,0.39115,-94.70464,-0.921328,-9.165852,-0.599741,15.85847,0.391606,0.061324,0.346673,-0.015032,-1.276301,0.242827,0.529539,12.57025,0.701769,7.406052,1.607066,-15.06664,-1.17831,-12.70947,-1.004546,-3.42524,9.589067,0.033966,0.002787,0.160694,5.393265,9.067167,-1.377037,-8.392859,5.305305,3.726083,0.141351,0.111795,0.110278,0.054695,-22.18516,159,m,E,NA,NC,N,O
devel_019,28.57066,0.088945,26.4697,27.96297,29.78427,3.314566,128.5082,106.6964,25.75409,22.62718,144.9123,0.164768,126.8672,138.2961,153.6375,26.77034,867.4625,836.9827,225.178,230.3772,0.582075,0.530826,0.313724,0.528958,0.804583,0.490859,9.984918,6.550001,7.201024,4.379739,0.319958,0.540139,21.34027,0.688608,17.08704,0.589412,4.41962,2.559335,0.644928,25.33397,0.023595,1.056753,1.293419,0.808069,7.275424,0.218358,11.54851,0.743157,33.24912,0.260055,603.6256,0.301974,1394.432,0.126996,-122.3363,-0.716722,1570.135,0.130436,1091.771,0.224306,-128.7248,-0.622795,2621.702,0.073145,936.3066,0.392563,-131.0473,-0.590705,-20.4579,-0.308941,29.53859,0.266522,-0.007625,-2.911566,-0.023995,-0.603341,0.391753,0.524171,30.1481,0.278281,14.83827,0.760591,-2.316508,-5.478336,-4.971604,-3.767365,-13.82255,21.8098,-0.035864,-0.002122,0.273543,15.07027,18.52463,9.013083,4.641249,5.205205,3.726083,0.101351,0.07743,0.151389,0.137723,-18.69096,192,f,NE,A,NC,NN,O
devel_020,33.04997,0.19092,27.6452,31.19027,39.13524,11.49005,266.5285,289.4814,144.3279,114.7194,200.9555,0.476195,135.7814,167.9779,266.6909,130.9095,3480.345,3831.75,2142.79,1626.974,0.676949,0.480793,0.351787,0.640194,0.99365,0.641863,9.8878,5.358593,9.339123,4.179554,0.263523,0.633999,-3.407798,-4.161952,-18.37028,-0.839893,-1.285719,-14.54803,-41.50682,-0.425553,0.06706,1.147894,2.198279,0.707522,2.364828,1.878481,2.881026,2.709752,9.605686,1.333072,907.3051,0.173253,1248.794,0.246585,-101.858,-0.989138,1751.406,0.088104,1265.115,0.293197,-100.9068,-0.977765,2607.34,0.047222,973.0529,0.263938,-102.185,-0.950644,-3.752343,-2.223205,13.05264,0.610681,0.105504,0.157636,-0.004964,-4.110482,0.294011,0.538962,3.133132,3.09683,-21.5356,-0.665309,-9.007652,-2.195582,-42.60667,-0.4102,5.96723,6.166281,0.084682,0.019456,0.236705,-9.676997,-15.37204,6.184333,-40.58388,5.605606,3.726083,0.118919,0.084431,0.132778,0.121509,-22.231,152,m,E,NA,C,N,NO
devel_021,30.57443,0.109528,27.69744,29.71554,33.48199,5.78455,134.5483,207.2654,57.75574,92.65379,164.0001,0.207198,136.2125,153.0284,190.3252,54.1127,1165.521,1934.466,626.5104,1040.158,0.686422,0.478511,0.341293,0.676576,1.008485,0.667193,10.50806,4.77936,10.15717,5.926234,0.266487,0.621488,11.65973,0.718331,-2.177809,-4.308714,-5.306575,-3.17396,-18.64459,-0.72208,0.034079,1.306344,1.388112,0.828311,5.487433,0.449037,3.033767,2.699563,16.74468,0.429881,802.1193,0.259983,1373.487,0.230513,-107.6067,-0.868816,1727.504,0.142663,1296.811,0.318748,-108.1883,-0.827495,2550.025,0.071771,1060.075,0.336836,-108.874,-0.816482,-9.722479,-0.534919,17.29757,0.361395,0.066913,0.29711,-0.022008,-0.848578,0.337377,0.431975,14.71129,0.458414,-2.873068,-3.394617,-10.69216,-1.873129,-23.05836,-0.538701,-4.827751,12.65423,0.047632,-0.00289,0.201601,8.933966,-1.537549,-0.471469,-14.12973,6.206206,3.621731,0.123889,0.105285,0.132222,0.09126,-21.06839,219,m,E,NA,NC,N,O
devel_022,26.56267,0.113948,23.64274,26.56015,29.70563,6.062889,64.95685,49.88721,31.51546,29.40804,129.5377,0.176917,107.7952,127.5358,152.9423,45.14708,498.4973,419.3057,231.9498,224.0058,0.4457,0.752779,0.104628,0.382636,0.77056,0.665932,8.602729,4.202113,8.143782,3.749036,0.176785,0.860653,9.901823,1.464328,7.674455,1.980695,-5.371607,-3.292762,-12.67759,-1.089467,0.024772,0.827665,1.752521,0.914333,4.803517,0.469321,3.554145,2.189706,21.6406,0.426023,727.9249,0.367631,1399.277,0.219463,-121.5833,-0.750444,1677.349,0.164343,1120.875,0.388678,-123.0437,-0.708395,2635.583,0.094296,969.6832,0.486944,-123.6119,-0.699502,-11.91233,-0.500501,20.76724,0.398995,0.064799,0.377001,-0.015725,-1.322098,0.248852,0.600277,16.44726,0.644325,9.624564,1.464224,-9.794555,-2.007066,-15.01597,-1.046715,-5.562716,13.95789,0.042883,0.004649,0.128822,5.436329,6.298748,-2.401742,-11.19565,5.805806,4.028198,0.09075,0.075907,0.133902,0.109542,-23.22248,228,m,E,A,C,NN,O
devel_023,36.12542,0.236125,27.00611,37.31291,40.43262,13.42651,784.2752,1098.06,171.8689,143.8489,254.5272,0.619981,130.8644,237.3376,284.7351,153.8707,15473.77,24085.37,3304.459,2996.261,0.719021,0.461874,0.366782,0.722085,1.033428,0.666646,9.825576,4.44875,10.12047,5.235313,0.273394,0.611795,-3.86745,-3.598155,-16.78169,-0.914291,6.827429,2.361508,-42.11034,-0.396755,0.061697,1.531357,2.106522,0.603765,1.324538,3.208192,4.093448,2.32246,4.591146,2.907085,932.2343,0.163032,1171.55,0.232511,-104.2068,-0.911227,1784.672,0.08052,1254.646,0.221309,-97.19787,-0.988258,2587.392,0.05747,1024.282,0.244862,-99.10586,-0.949534,-0.167567,-55.64144,12.02251,0.627485,0.100269,0.20202,0.007027,2.85355,0.290287,0.547021,0.29889,40.85899,-19.43864,-0.687584,3.468679,4.750863,-42.00481,-0.40348,5.842863,8.033218,0.085048,0.01805,0.259493,-7.734888,-13.87524,10.02025,-42.2136,5.605606,4.325956,0.106047,0.119964,0.109268,0.070274,-21.56814,152,m,E,NA,NC,NN,NO
devel_024,25.53797,0.128741,22.64426,24.49601,29.05367,6.409412,127.3317,142.9877,66.11808,49.26721,122.5012,0.200677,101.7159,113.1981,147.3165,45.60059,849.1747,871.3022,472.2649,362.9224,0.625203,0.522415,0.332945,0.608137,0.895826,0.56288,11.11543,5.757412,9.626003,4.086447,0.256388,0.671378,9.78571,1.415291,6.837978,2.174087,1.696582,7.779288,-16.77509,-0.89955,0.040037,1.089203,1.666045,0.816522,4.616666,0.402358,5.21392,1.230961,21.35211,0.343703,683.6207,0.371727,1405.895,0.170427,-144.3315,-0.576517,1639.552,0.144928,1136.652,0.298084,-145.3723,-0.548034,2542.748,0.087959,1013.055,0.319322,-145.8142,-0.541764,-12.17314,-0.541776,19.11211,0.39921,0.046692,0.56964,-0.01636,-1.073011,0.303879,0.486607,17.71786,0.561715,9.456131,1.855549,2.602763,5.767555,-22.87301,-0.607922,-4.416011,11.06167,0.034733,-0.002847,0.239012,6.514168,5.523994,1.169556,-14.12892,5.905906,3.524673,0.073143,0.068776,0.190571,0.168454,-21.71272,217,m,E,NA,NC,N,O
devel_025,28.42984,0.116461,25.45334,28.33003,31.15322,5.699877,301.7418,326.6898,52.11067,60.94814,144.7433,0.196142,119.6335,141.2728,166.2959,46.66237,2274.712,2529.58,453.231,540.3536,0.567463,0.526935,0.258104,0.596962,0.856656,0.598553,9.722216,5.034146,7.401649,3.248822,0.210771,0.615476,8.065902,1.630693,2.943734,4.383281,-3.065954,-4.200656,-18.09188,-0.905485,0.031348,0.824061,1.835375,0.829202,4.199857,0.530429,3.018814,3.039977,15.9943,0.542396,776.2346,0.259974,1498.124,0.28582,-136.2001,-0.630705,1663.115,0.13618,1206.993,0.252771,-136.2689,-0.614515,2532.496,0.074698,983.2296,0.305784,-136.5771,-0.609661,-9.024933,-0.727545,15.84153,0.507793,0.062082,0.351682,-0.015315,-1.056101,0.270732,0.422286,12.80917,0.783464,2.014355,5.780448,-5.031666,-3.207407,-24.88705,-0.636133,-4.464471,11.90943,0.039966,-0.002599,0.180983,5.808249,3.367409,-2.049335,-14.43237,5.905906,3.931452,0.075385,0.062094,0.15475,0.143927,-24.22798,151,m,E,NA,C,N,O
devel_026,21.18929,0.099079,19.85592,21.22645,22.37737,2.521448,36.8801,32.75957,200.1452,305.7936,94.21308,0.122831,86.58611,93.71649,100.1664,13.58027,183.8149,135.6393,1077.899,1768.948,0.440064,0.620689,0.184138,0.396498,0.660648,0.47651,7.548193,4.962955,5.56458,3.290504,0.157222,0.703657,12.187,1.078664,16.80792,0.814552,7.250762,1.59518,1.313666,10.51385,0.023806,1.202027,1.012419,0.854814,4.730682,0.247424,8.967613,0.56327,26.13159,0.282809,566.7261,0.33748,1399.763,0.129578,-154.5505,-0.505799,1555.778,0.121491,1005.193,0.222056,-157.8783,-0.460029,2568.351,0.062142,873.7805,0.327675,-157.889,-0.458944,-16.46541,-0.381871,22.936,0.311145,-0.008923,-1.953165,-0.013586,-1.055833,0.171826,0.539066,22.73337,0.368614,22.37399,0.580567,5.270581,2.917176,-1.976615,-8.491304,-7.958031,14.43444,-0.014728,0.003984,0.152812,8.704786,14.91316,7.777659,2.373369,4.704705,2.112676,0.104286,0.082668,0.332727,0.287009,-24.26912,180,m,NE,A,NC,NN,NO
devel_027,28.33026,0.44383,21.22078,23.54382,27.13812,5.917339,258.7805,254.511,258.0518,169.1967,206.4826,1.190087,93.68768,107.1461,131.8609,38.17322,6531.992,4753.458,4435.623,3077.015,0.489804,0.641102,0.170889,0.455304,0.761642,0.590753,7.303869,4.784106,7.401139,3.74728,0.228992,0.80269,6.932728,2.376338,-17.29673,-0.999079,-9.054296,-2.274622,-18.57451,-1.019272,0.02607,0.495213,1.705418,0.7072,3.651615,0.547435,-4.75177,-3.634293,19.78711,0.455051,807.9764,0.253584,1373.946,0.144073,-178.8409,-0.351351,1709.672,0.137566,1272.986,0.238252,-176.1885,-0.360719,2625.051,0.079403,1044.066,0.377158,-177.2812,-0.340588,-9.691258,-1.465974,27.51497,0.2818,0.090119,0.260668,-0.014052,-2.407386,0.214833,0.610798,17.15156,0.863241,-19.26823,-1.007102,-18.22968,-1.396706,-21.79862,-0.60259,-1.868841,18.45624,0.081752,0.008822,0.230596,5.524699,-16.96083,-7.737806,-18.14754,5.205205,1.710262,0.058235,0.032582,0.505294,0.34202,-23.08543,226,m,NE,NA,NC,NN,O
devel_028,28.22738,0.090095,25.85398,28.06707,30.06382,4.209837,139.8889,150.8746,30.72919,25.01603,142.0038,0.153523,122.4403,139.1355,156.1628,33.72247,1070.827,1170.694,256.5331,246.638,0.481891,0.578846,0.242684,0.480104,0.722342,0.479659,7.584913,3.711306,6.543764,2.937762,0.198411,0.746281,15.50688,1.107973,12.19714,1.071444,2.078046,6.300904,-10.54059,-1.282531,0.029936,0.921883,1.441674,0.916213,6.600187,0.34973,5.175017,1.240566,27.95017,0.297034,542.6509,0.334333,1428.29,0.166543,-102.6812,-0.899491,1525.086,0.154792,1053.505,0.246116,-109.3574,-0.776635,2501.177,0.081665,898.7888,0.290104,-111.4985,-0.742814,-17.15124,-0.438347,24.7748,0.334631,0.045377,0.457428,-0.014939,-1.268707,0.260365,0.564365,25.35281,0.436363,14.76512,0.936687,1.443259,11.09353,-14.94413,-0.918173,-5.233846,12.46673,0.023701,0.008235,0.135036,5.170012,9.66598,3.211148,-6.148418,5.705706,3.027245,0.159,0.156447,0.146129,0.119587,-21.85727,222,m,NE,A,NC,NN,O
devel_029,25.91805,0.08834,23.87638,25.57949,28.11072,4.234337,79.57956,68.47197,47.49738,71.06825,124.0182,0.139651,109.232,120.5432,139.5026,30.27057,566.5657,487.3734,392.6292,632.678,0.523846,0.615518,0.233283,0.475501,0.784313,0.551029,9.910731,5.213586,8.038012,4.569891,0.183359,0.694428,10.36155,1.362946,13.36358,0.946305,3.248005,4.08044,-5.934627,-1.787821,0.034638,0.860038,1.447974,0.960438,5.825043,0.350436,7.84158,0.956819,27.06429,0.280122,632.267,0.400035,1445.602,0.209421,-109.0159,-0.846577,1587.211,0.134335,1111.27,0.297127,-112.7888,-0.770126,2570.011,0.071616,928.1273,0.327239,-113.9697,-0.750842,-14.48996,-0.440434,22.81269,0.303508,0.035146,0.680044,-0.006149,-2.726756,0.242881,0.505065,18.96119,0.460097,18.63482,0.597014,4.737017,3.239205,-9.377918,-1.214738,-2.358425,9.850449,0.024032,0.009536,0.130159,2.578351,8.657485,1.99059,-2.821558,5.205205,3.118712,0.143871,0.151757,0.161,0.188084,-21.42118,213,m,E,NA,C,NN,O
